"","V1"
"alcohol 21:base 2:sulfonyl-fluoride2",0
"alcohol 21:base 2:sulfonyl-fluoride3",0
"alcohol 21:base 2:sulfonyl-fluoride4",0
"alcohol 21:base 3:sulfonyl-fluoride1",0
"alcohol 21:base 3:sulfonyl-fluoride2",0
"alcohol 21:base 3:sulfonyl-fluoride3",0
"alcohol 21:base 3:sulfonyl-fluoride4",0
"alcohol 22:base 1:sulfonyl-fluoride1",0
"alcohol 22:base 1:sulfonyl-fluoride2",0
"alcohol 22:base 1:sulfonyl-fluoride3",0
"alcohol 22:base 1:sulfonyl-fluoride4",0
"alcohol 22:base 2:sulfonyl-fluoride1",0
"alcohol 22:base 2:sulfonyl-fluoride2",0
"alcohol 22:base 2:sulfonyl-fluoride3",0
"alcohol 22:base 2:sulfonyl-fluoride4",0
"alcohol 22:base 3:sulfonyl-fluoride1",0
"alcohol 22:base 3:sulfonyl-fluoride2",0
"alcohol 22:base 3:sulfonyl-fluoride3",0
"alcohol 22:base 3:sulfonyl-fluoride4",0
"alcohol 23:base 1:sulfonyl-fluoride1",0
"alcohol 23:base 1:sulfonyl-fluoride2",0
"alcohol 23:base 1:sulfonyl-fluoride3",0
"alcohol 23:base 1:sulfonyl-fluoride4",0
"alcohol 23:base 2:sulfonyl-fluoride1",0
"alcohol 23:base 2:sulfonyl-fluoride2",0
"alcohol 23:base 2:sulfonyl-fluoride3",0
"alcohol 23:base 2:sulfonyl-fluoride4",0
"alcohol 23:base 3:sulfonyl-fluoride1",0
"alcohol 23:base 3:sulfonyl-fluoride2",0
"alcohol 23:base 3:sulfonyl-fluoride3",0
"alcohol 23:base 3:sulfonyl-fluoride4",0
"alcohol 24:base 1:sulfonyl-fluoride1",0
"alcohol 24:base 1:sulfonyl-fluoride2",0
"alcohol 24:base 1:sulfonyl-fluoride3",0
"alcohol 24:base 1:sulfonyl-fluoride4",0
"alcohol 24:base 2:sulfonyl-fluoride1",0
"alcohol 24:base 2:sulfonyl-fluoride2",0
"alcohol 24:base 2:sulfonyl-fluoride3",0
"alcohol 24:base 2:sulfonyl-fluoride4",0
"alcohol 24:base 3:sulfonyl-fluoride1",0
"alcohol 24:base 3:sulfonyl-fluoride2",0
"alcohol 24:base 3:sulfonyl-fluoride3",0
"alcohol 24:base 3:sulfonyl-fluoride4",0
"alcohol 25:base 1:sulfonyl-fluoride1",0
"alcohol 25:base 1:sulfonyl-fluoride2",0
"alcohol 25:base 1:sulfonyl-fluoride3",0
"alcohol 25:base 1:sulfonyl-fluoride4",0
"alcohol 25:base 2:sulfonyl-fluoride1",0
"alcohol 25:base 2:sulfonyl-fluoride2",0
"alcohol 25:base 2:sulfonyl-fluoride3",0
"alcohol 25:base 2:sulfonyl-fluoride4",0
"alcohol 25:base 3:sulfonyl-fluoride1",0
"alcohol 25:base 3:sulfonyl-fluoride2",0
"alcohol 25:base 3:sulfonyl-fluoride3",0
"alcohol 25:base 3:sulfonyl-fluoride4",0
"alcohol 26:base 1:sulfonyl-fluoride1",0
"alcohol 26:base 1:sulfonyl-fluoride2",0
"alcohol 26:base 1:sulfonyl-fluoride3",0
"alcohol 26:base 1:sulfonyl-fluoride4",0
"alcohol 26:base 2:sulfonyl-fluoride1",0
"alcohol 26:base 2:sulfonyl-fluoride2",0
"alcohol 26:base 2:sulfonyl-fluoride3",0
"alcohol 26:base 2:sulfonyl-fluoride4",0
"alcohol 26:base 3:sulfonyl-fluoride1",0
"alcohol 26:base 3:sulfonyl-fluoride2",0
"alcohol 26:base 3:sulfonyl-fluoride3",0
"alcohol 26:base 3:sulfonyl-fluoride4",0
"alcohol 27:base 1:sulfonyl-fluoride1",0
"alcohol 27:base 1:sulfonyl-fluoride2",0
"alcohol 27:base 1:sulfonyl-fluoride3",0
"alcohol 27:base 1:sulfonyl-fluoride4",0
"alcohol 27:base 2:sulfonyl-fluoride1",0
"alcohol 27:base 2:sulfonyl-fluoride2",0
"alcohol 27:base 2:sulfonyl-fluoride3",0
"alcohol 27:base 2:sulfonyl-fluoride4",0
"alcohol 27:base 3:sulfonyl-fluoride1",0
"alcohol 27:base 3:sulfonyl-fluoride2",0
"alcohol 27:base 3:sulfonyl-fluoride3",0
"alcohol 27:base 3:sulfonyl-fluoride4",0
"alcohol 28:base 1:sulfonyl-fluoride1",0
"alcohol 28:base 1:sulfonyl-fluoride2",0
"alcohol 28:base 1:sulfonyl-fluoride3",0
"alcohol 28:base 1:sulfonyl-fluoride4",0
"alcohol 28:base 2:sulfonyl-fluoride1",0
"alcohol 28:base 2:sulfonyl-fluoride2",0
"alcohol 28:base 2:sulfonyl-fluoride3",0
"alcohol 28:base 2:sulfonyl-fluoride4",0
"alcohol 28:base 3:sulfonyl-fluoride1",0
"alcohol 28:base 3:sulfonyl-fluoride2",-1.08951954008686
"alcohol 28:base 3:sulfonyl-fluoride3",0
"alcohol 28:base 3:sulfonyl-fluoride4",0
"alcohol 29:base 1:sulfonyl-fluoride1",0
"alcohol 29:base 1:sulfonyl-fluoride2",0
"alcohol 29:base 1:sulfonyl-fluoride3",0
"alcohol 29:base 1:sulfonyl-fluoride4",0
"alcohol 29:base 2:sulfonyl-fluoride1",0
"alcohol 29:base 2:sulfonyl-fluoride2",0
"alcohol 29:base 2:sulfonyl-fluoride3",0
"alcohol 29:base 2:sulfonyl-fluoride4",-1.02983133662472
"alcohol 29:base 3:sulfonyl-fluoride1",0
"alcohol 29:base 3:sulfonyl-fluoride2",0
"alcohol 29:base 3:sulfonyl-fluoride3",0
"alcohol 29:base 3:sulfonyl-fluoride4",0
"alcohol 30:base 1:sulfonyl-fluoride1",0
"alcohol 30:base 1:sulfonyl-fluoride2",0
"alcohol 30:base 1:sulfonyl-fluoride3",0
"alcohol 30:base 1:sulfonyl-fluoride4",0
"alcohol 30:base 2:sulfonyl-fluoride1",0
"alcohol 30:base 2:sulfonyl-fluoride2",0
"alcohol 30:base 2:sulfonyl-fluoride3",0
"alcohol 30:base 2:sulfonyl-fluoride4",0
"alcohol 30:base 3:sulfonyl-fluoride1",0
"alcohol 30:base 3:sulfonyl-fluoride2",0
"alcohol 30:base 3:sulfonyl-fluoride3",0
"alcohol 30:base 3:sulfonyl-fluoride4",0
"alcohol 31:base 1:sulfonyl-fluoride1",0
"alcohol 31:base 1:sulfonyl-fluoride2",0
"alcohol 31:base 1:sulfonyl-fluoride3",0
"alcohol 31:base 1:sulfonyl-fluoride4",0
"alcohol 31:base 2:sulfonyl-fluoride1",0
"alcohol 31:base 2:sulfonyl-fluoride2",0
"alcohol 31:base 2:sulfonyl-fluoride3",0
"alcohol 31:base 2:sulfonyl-fluoride4",0
"alcohol 31:base 3:sulfonyl-fluoride1",0
"alcohol 31:base 3:sulfonyl-fluoride2",0
"alcohol 31:base 3:sulfonyl-fluoride3",0
"alcohol 31:base 3:sulfonyl-fluoride4",0
"alcohol 32:base 1:sulfonyl-fluoride1",0
"alcohol 32:base 1:sulfonyl-fluoride2",0
"alcohol 32:base 1:sulfonyl-fluoride3",0
"alcohol 32:base 1:sulfonyl-fluoride4",0
"alcohol 32:base 2:sulfonyl-fluoride1",0
"alcohol 32:base 2:sulfonyl-fluoride2",0
"alcohol 32:base 2:sulfonyl-fluoride3",0
"alcohol 32:base 2:sulfonyl-fluoride4",0
"alcohol 32:base 3:sulfonyl-fluoride1",0
"alcohol 32:base 3:sulfonyl-fluoride2",0
"alcohol 32:base 3:sulfonyl-fluoride3",0
"alcohol 32:base 3:sulfonyl-fluoride4",0
"alcohol 33:base 1:sulfonyl-fluoride1",0
"alcohol 33:base 1:sulfonyl-fluoride2",0
"alcohol 33:base 1:sulfonyl-fluoride3",0
"alcohol 33:base 1:sulfonyl-fluoride4",0
"alcohol 33:base 2:sulfonyl-fluoride1",0
"alcohol 33:base 2:sulfonyl-fluoride2",0
"alcohol 33:base 2:sulfonyl-fluoride3",0
"alcohol 33:base 2:sulfonyl-fluoride4",0
"alcohol 33:base 3:sulfonyl-fluoride1",0
"alcohol 33:base 3:sulfonyl-fluoride2",0
"alcohol 33:base 3:sulfonyl-fluoride3",0
"alcohol 33:base 3:sulfonyl-fluoride4",0
"alcohol 34:base 1:sulfonyl-fluoride1",0
"alcohol 34:base 1:sulfonyl-fluoride2",0
"alcohol 34:base 1:sulfonyl-fluoride3",0
"alcohol 34:base 1:sulfonyl-fluoride4",0
"alcohol 34:base 2:sulfonyl-fluoride1",0
"alcohol 34:base 2:sulfonyl-fluoride2",0
"alcohol 34:base 2:sulfonyl-fluoride3",0
"alcohol 34:base 2:sulfonyl-fluoride4",0
"alcohol 34:base 3:sulfonyl-fluoride1",0
"alcohol 34:base 3:sulfonyl-fluoride2",0
"alcohol 34:base 3:sulfonyl-fluoride3",0
"alcohol 34:base 3:sulfonyl-fluoride4",0
"alcohol 35:base 1:sulfonyl-fluoride1",0
"alcohol 35:base 1:sulfonyl-fluoride2",0
"alcohol 35:base 1:sulfonyl-fluoride3",0
"alcohol 35:base 1:sulfonyl-fluoride4",0
"alcohol 35:base 2:sulfonyl-fluoride1",0
"alcohol 35:base 2:sulfonyl-fluoride2",0
"alcohol 35:base 2:sulfonyl-fluoride3",0
"alcohol 35:base 2:sulfonyl-fluoride4",0
"alcohol 35:base 3:sulfonyl-fluoride1",0
"alcohol 35:base 3:sulfonyl-fluoride2",0
"alcohol 35:base 3:sulfonyl-fluoride3",0
"alcohol 35:base 3:sulfonyl-fluoride4",0
"alcohol 36:base 1:sulfonyl-fluoride1",0
"alcohol 36:base 1:sulfonyl-fluoride2",0
"alcohol 36:base 1:sulfonyl-fluoride3",0
"alcohol 36:base 1:sulfonyl-fluoride4",0
"alcohol 36:base 2:sulfonyl-fluoride1",0
"alcohol 36:base 2:sulfonyl-fluoride2",0
"alcohol 36:base 2:sulfonyl-fluoride3",0
"alcohol 36:base 2:sulfonyl-fluoride4",0
"alcohol 36:base 3:sulfonyl-fluoride1",0
"alcohol 36:base 3:sulfonyl-fluoride2",0
"alcohol 36:base 3:sulfonyl-fluoride3",0
"alcohol 36:base 3:sulfonyl-fluoride4",0
